#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1324	1576	180	122	16	chr12	96969954	96970003	-58385392	+	CSINE2	SINE	SINE	298	343	-1	6
1324	399	327	92	50	chr12	96970488	96970771	-58384624	-	CSINE2	SINE	SINE	-10	334	40	6
585	21	0	0	0	chrUn0821	17541	17562	-33769	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
585	353	294	18	0	chrUn0821	17845	17954	-33377	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	4
585	31	68	0	0	chrUn0821	18138	18197	-33134	+	GC_rich	Low_complexity	Low_complexity	1	59	0	4
585	597	187	142	28	chrUn0821	18774	18950	-32381	+	CSINE2	SINE	SINE	146	341	-3	4
585	1696	163	52	13	chrUn0821	19005	19302	-32029	+	CSINE2	SINE	SINE	1	311	-33	4
585	180	0	0	0	chrUn0821	19302	19322	-32009	+	(TAAA)n	Simple_repeat	Simple_repeat	2	21	0	4
585	1696	163	52	13	chrUn0821	19322	19334	-31997	+	CSINE2	SINE	SINE	312	322	-22	4
585	704	262	65	51	chrUn0821	19391	19685	-31646	+	CSINE2	SINE	SINE	47	344	0	4
585	248	274	0	0	chrUn0821	20326	20388	-30943	-	CSINE2	SINE	SINE	-86	258	197	4
585	1726	99	30	56	chrUn0821	20691	20959	-30372	+	CSINE2	SINE	SINE	83	343	-1	4
585	2710	48	9	3	chrUn0821	20982	21319	-30012	-	CSINE3A	SINE	SINE	-11	339	1	4
585	1489	171	142	10	chrUn0821	21338	21376	-29955	-	CSINE2	SINE	SINE	-10	334	262	4
585	198	0	0	0	chrUn0821	21376	21398	-29933	+	(GA)n	Simple_repeat	Simple_repeat	2	23	0	4
585	1489	171	142	10	chrUn0821	21398	21654	-29677	-	CSINE2	SINE	SINE	-83	261	2	4
585	2019	160	6	23	chrUn0821	21883	22229	-29102	-	CSINE2	SINE	SINE	-4	340	1	4
1180	2544	199	84	34	chr9	78088626	78089072	-38162835	-	L1MB7	LINE	L1	-918	5441	4957	3
1180	1973	169	70	0	chr9	78089072	78089386	-38162521	-	CSINE1	SINE	SINE	-2	338	3	3
1180	2544	196	89	33	chr9	78089386	78089704	-38162203	-	L1MB7	LINE	L1	-1190	4956	4635	3
1180	30	77	0	0	chr9	78089886	78089951	-38161956	+	AT_rich	Low_complexity	Low_complexity	1	65	0	3
1180	214	293	117	68	chr9	78089987	78090192	-38161715	+	L2	LINE	L2	2315	2529	-890	3
1180	2483	41	92	21	chr9	78090267	78090594	-38161313	-	CSINE3A	SINE	SINE	0	350	1	3
1180	457	296	176	9	chr9	78090779	78091001	-38160906	+	MIR	SINE	MIR	4	262	0	3
1180	2270	106	60	12	chr9	78092076	78092409	-38159498	+	CSINE3A	SINE	SINE	1	349	-1	3
589	468	108	0	0	chrUn0119	636221	636295	-310866	-	L1A_Oc	LINE	L1	-46	6451	6378	3
589	587	152	192	12	chrUn0119	637812	637979	-309182	+	CSINE2	SINE	SINE	146	342	-2	3
589	1555	164	50	25	chrUn0119	638045	638350	-308811	+	CSINE2	SINE	SINE	1	313	-31	3
589	189	0	0	0	chrUn0119	638350	638371	-308790	+	(TAAA)n	Simple_repeat	Simple_repeat	2	22	0	3
589	1555	164	50	25	chrUn0119	638371	638383	-308778	+	CSINE2	SINE	SINE	314	325	-19	3
589	665	281	44	44	chrUn0119	638441	638739	-308422	+	CSINE2	SINE	SINE	47	344	0	3
589	338	249	131	61	chrUn0119	639380	639594	-307567	-	CSINE2	SINE	SINE	-86	258	30	3
589	2432	93	3	73	chrUn0119	639631	640000	-307161	+	CSINE2	SINE	SINE	2	344	0	3
589	2575	58	49	0	chrUn0119	640018	640343	-306818	-	CSINE3A	SINE	SINE	-9	341	1	3
589	1888	129	107	25	chrUn0119	640348	640665	-306496	-	CSINE2	SINE	SINE	-1	343	1	3
589	2792	42	27	0	chrUn0119	640741	641078	-306083	-	CSINE3A	SINE	SINE	-4	346	1	3
1123	1945	138	34	0	chr13	70577991	70578289	-72782543	+	CSINE2	SINE	SINE	37	344	0	8
1123	398	139	28	0	chr13	70578367	70578439	-72782393	+	tRNA-Leu-TTA(m)	tRNA	tRNA	2	75	-3	8
1123	1931	166	44	3	chr13	70579063	70579384	-72781448	+	CSINE1	SINE	SINE	1	334	-6	8
1123	1644	204	6	32	chr13	70579388	70579727	-72781105	-	CSINE2	SINE	SINE	-14	330	1	8
1123	2358	101	9	23	chr13	70579833	70579881	-72780951	-	CSINE2	SINE	SINE	-4	340	295	8
1123	2245	62	173	0	chr13	70579881	70580188	-72780644	+	LTR1D_OC	LTR	ERV1	1	360	0	8
1123	2358	101	9	23	chr13	70580188	70580484	-72780348	-	CSINE2	SINE	SINE	-50	294	1	8
1123	282	331	78	47	chr13	70580894	70581151	-72779681	+	L2b	LINE	L2	3157	3421	-5	8
1123	519	111	9	139	chr13	70581172	70581287	-72779545	-	CSINE1	SINE	SINE	-25	315	216	8
1123	1048	275	18	37	chr13	70581317	70581645	-72779187	-	CSINE1	SINE	SINE	-17	323	2	8
1123	2717	63	3	6	chr13	70582138	70582489	-72778343	+	CSINE3A	SINE	SINE	1	350	0	8
1123	2293	66	11	0	chr13	70582503	70582790	-72778042	+	LTR6_OC	LTR	ERVL?	1	290	0	8
1123	312	250	48	0	chr13	70582900	70582984	-72777848	+	Charlie14a	DNA	hAT-Charlie	1063	1150	-16	8
587	2040	159	20	9	chrUn0128	331294	331637	-590578	+	CSINE3A	SINE	SINE	2	348	-2	3
587	272	203	0	28	chrUn0128	331719	331790	-590425	-	L1MA5	LINE	L1	-5	6295	6227	3
587	373	200	86	48	chrUn0128	331950	332055	-590160	-	MIRb	SINE	MIR	-152	116	8	3
587	843	230	265	7	chrUn0128	332181	332453	-589762	-	CSINE2	SINE	SINE	-2	342	1	3
587	240	163	0	0	chrUn0128	333034	333077	-589138	+	CT-rich	Low_complexity	Low_complexity	1	43	0	3
587	2370	108	26	0	chrUn0128	333077	333418	-588797	-	CSINE3A	SINE	SINE	0	350	1	3
593	281	64	0	41	chrUn0050	1132034	1132083	-1016013	+	(GGGAGA)n	Simple_repeat	Simple_repeat	4	50	0	3
593	746	259	56	47	chrUn0050	1132083	1132375	-1015721	-	CSINE2	SINE	SINE	-32	308	12	3
593	2048	138	28	0	chrUn0050	1132828	1133153	-1014943	-	CSINE1	SINE	SINE	-6	334	1	3
593	2701	56	23	0	chrUn0050	1134035	1134377	-1013719	-	CSINE3A	SINE	SINE	0	350	1	3
593	232	287	26	121	chrUn0050	1134383	1134573	-1013523	-	L1A_Oc	LINE	L1	-79	6418	6247	3
593	2358	177	0	2	chrUn0050	1134603	1135021	-1013075	-	L1A_Oc	LINE	L1	-4449	2048	1632	3
593	1550	190	104	0	chrUn0050	1135021	1135310	-1012786	-	CSINE2	SINE	SINE	-24	320	2	3
593	1637	202	26	116	chrUn0050	1135310	1135807	-1012289	-	L1A_Oc	LINE	L1	-4950	1547	1087	3
593	2569	45	50	18	chrUn0050	1135807	1136145	-1011951	+	CSINE3A	SINE	SINE	2	350	0	3
593	1637	202	26	116	chrUn0050	1136145	1136189	-1011907	-	L1A_Oc	LINE	L1	-5411	1086	1055	3
593	804	283	116	30	chrUn0050	1136174	1136673	-1011423	-	L1A_Oc	LINE	L1	-5921	576	35	3
593	1666	174	81	30	chrUn0050	1136686	1137264	-1010832	-	L1M2	LINE	L1	-638	5662	5049	3
1897	795	222	148	76	chr1	172062558	172062978	-22787779	+	L1MDa	LINE	L1	1938	2387	-4246	2
1897	1155	220	95	35	chr1	172063028	172063343	-22787414	+	CSINE2	SINE	SINE	1	334	-10	2
1897	294	293	53	18	chr1	172063379	172063549	-22787208	-	L1MC4	LINE	L1	-78	7964	7789	2
1897	27	0	0	0	chr1	172063562	172063589	-22787168	+	AT_rich	Low_complexity	Low_complexity	1	27	0	2
1897	219	139	0	0	chr1	172063737	172063773	-22786984	+	(TTTC)n	Simple_repeat	Simple_repeat	2	37	0	2
1897	333	312	19	6	chr1	172063800	172063958	-22786799	-	L1MC4	LINE	L1	-456	7586	7427	2
1897	337	297	27	9	chr1	172064120	172064232	-22786525	+	L2a	LINE	L2	3309	3422	-4	2
1897	23	54	0	0	chr1	172064416	172064453	-22786304	+	AT_rich	Low_complexity	Low_complexity	1	37	0	2
1897	2008	157	33	0	chr1	172064455	172064787	-22785970	+	CSINE2	SINE	SINE	1	343	-1	2
1897	1526	147	14	11	chr1	172064799	172065082	-22785675	+	CSINE1	SINE	SINE	4	287	-53	2
1897	25	65	0	0	chr1	172065082	172065128	-22785629	+	AT_rich	Low_complexity	Low_complexity	1	46	0	2
1897	27	0	0	0	chr1	172065692	172065719	-22785038	+	AT_rich	Low_complexity	Low_complexity	1	27	0	2
1897	352	325	161	31	chr1	172065880	172066042	-22784715	+	MIR3	SINE	MIR	16	198	-10	2
1897	24	0	0	0	chr1	172066110	172066134	-22784623	+	AT_rich	Low_complexity	Low_complexity	1	24	0	2
1897	1591	112	71	18	chr1	172066688	172066970	-22783787	+	CSINE3A	SINE	SINE	41	337	-13	2
589	1193	54	5	11	chrUn0119	632225	632411	-314750	+	L1A_Oc	LINE	L1	6268	6452	-45	3
589	207	100	0	0	chrUn0119	632674	632704	-314457	+	(CTTA)n	Simple_repeat	Simple_repeat	2	31	0	3
589	1532	160	60	3	chrUn0119	632704	632987	-314174	-	CSINE1	SINE	SINE	-32	308	10	3
589	1617	140	164	3	chrUn0119	633649	633936	-313225	-	CSINE2	SINE	SINE	-10	334	2	3
589	2880	35	8	20	chrUn0119	633971	634325	-312836	-	CSINE3A	SINE	SINE	0	350	1	3
589	468	108	0	0	chrUn0119	636221	636295	-310866	-	L1A_Oc	LINE	L1	-46	6451	6378	3
585	207	0	0	0	chrUn0821	11230	11253	-40078	+	(TTTTC)n	Simple_repeat	Simple_repeat	2	24	0	4
585	1833	122	30	13	chrUn0821	11262	11561	-39770	-	CSINE1	SINE	SINE	-36	304	1	4
585	1843	170	40	3	chrUn0821	11754	12079	-39252	+	CSINE1	SINE	SINE	2	338	-2	4
585	2424	50	13	0	chrUn0821	12289	12589	-38742	-	CSINE3A	SINE	SINE	-8	342	39	4
585	258	105	0	0	chrUn0821	14019	14057	-37274	+	(CTTA)n	Simple_repeat	Simple_repeat	2	39	0	4
585	1517	164	91	4	chrUn0821	14057	14332	-36999	-	CSINE1	SINE	SINE	-32	308	10	4
585	1716	133	132	3	chrUn0821	14983	15018	-36313	-	CSINE2	SINE	SINE	-10	334	299	4
585	363	23	0	0	chrUn0821	15018	15062	-36269	+	(GA)n	Simple_repeat	Simple_repeat	2	45	0	4
585	1716	133	132	3	chrUn0821	15062	15321	-36010	-	CSINE2	SINE	SINE	-46	298	3	4
589	1915	132	68	9	chrUn0119	629706	630027	-317134	-	CSINE1	SINE	SINE	0	340	1	3
589	1802	167	69	3	chrUn0119	630219	630537	-316624	+	CSINE1	SINE	SINE	2	340	0	3
589	2257	53	13	0	chrUn0119	630743	631043	-316118	-	CSINE3A	SINE	SINE	-8	342	39	3
589	1193	54	5	11	chrUn0119	632225	632411	-314750	+	L1A_Oc	LINE	L1	6268	6452	-45	3
589	207	100	0	0	chrUn0119	632674	632704	-314457	+	(CTTA)n	Simple_repeat	Simple_repeat	2	31	0	3
589	1532	160	60	3	chrUn0119	632704	632987	-314174	-	CSINE1	SINE	SINE	-32	308	10	3
589	1617	140	164	3	chrUn0119	633649	633936	-313225	-	CSINE2	SINE	SINE	-10	334	2	3
589	2880	35	8	20	chrUn0119	633971	634325	-312836	-	CSINE3A	SINE	SINE	0	350	1	3
1762	23	33	0	0	chr2	154331306	154331336	-20000976	+	AT_rich	Low_complexity	Low_complexity	1	30	0	2
1762	2034	58	171	10	chr2	154331430	154331446	-20000866	-	CSINE3A	SINE	SINE	-4	346	334	2
1762	207	0	0	0	chr2	154331446	154331469	-20000843	+	(TTTA)n	Simple_repeat	Simple_repeat	2	24	0	2
1762	2034	58	171	10	chr2	154331469	154331750	-20000562	-	CSINE3A	SINE	SINE	-17	333	2	2
1762	1634	161	7	25	chr2	154332281	154332562	-19999750	+	CSINE1	SINE	SINE	1	276	-64	2
1762	2305	82	79	0	chr2	154332727	154333042	-19999270	+	CSINE2	SINE	SINE	1	340	-4	2
1762	346	186	27	81	chr2	154334028	154334139	-19998173	-	CSINE2	SINE	SINE	-28	316	212	2
1762	1024	176	0	5	chr2	154334128	154334317	-19997995	-	CSINE1	SINE	SINE	-151	189	2	2
1762	866	280	33	19	chr2	154334456	154334820	-19997492	-	L1A_Oc	LINE	L1	-1190	5307	4939	2
1762	1629	166	3	0	chr2	154334849	154335133	-19997179	-	CSINE2	SINE	SINE	-59	285	1	2
1762	878	147	0	3	chr2	154335133	154335309	-19997003	-	L1A_Oc	LINE	L1	-2049	4448	4283	2
1762	1004	261	42	17	chr2	154335317	154335606	-19996706	-	CSINE2	SINE	SINE	-48	296	1	2
1762	1005	235	67	18	chr2	154335616	154335898	-19996414	-	CSINE2	SINE	SINE	0	344	49	2
1762	1698	36	0	4	chr2	154335913	154336138	-19996174	-	CSINE3A	SINE	SINE	-125	225	2	2
1113	2409	57	73	0	chr18	69222796	69223110	-577626	+	CSINE3A	SINE	SINE	1	337	-13	1
1113	237	356	116	21	chr18	69223588	69223829	-576907	+	HAL1	LINE	L1	351	614	-1893	1
1113	323	306	161	63	chr18	69223854	69223990	-576746	+	HAL1	LINE	L1	702	855	-1652	1
1113	2012	121	92	6	chr18	69223990	69224307	-576429	-	CSINE2	SINE	SINE	0	344	1	1
1113	323	306	161	63	chr18	69224307	69224353	-576383	+	HAL1	LINE	L1	856	891	-1616	1
1113	2752	59	26	0	chr18	69224353	69224693	-576043	+	CSINE3A	SINE	SINE	2	350	0	1
1113	323	306	161	63	chr18	69224693	69224858	-575878	+	HAL1	LINE	L1	892	1083	-1424	1
1113	2720	45	45	0	chr18	69224882	69225216	-575520	-	CSINE3A	SINE	SINE	-1	349	1	1
1113	2502	55	63	18	chr18	69225361	69225696	-575040	+	CSINE3A	SINE	SINE	1	350	0	1
1113	327	104	0	0	chr18	69226082	69226130	-574606	+	(TA)n	Simple_repeat	Simple_repeat	1	48	0	1
1113	1598	162	107	7	chr18	69226227	69226537	-574199	-	CSINE2	SINE	SINE	0	344	4	1
1113	2107	47	161	23	chr18	69226868	69227172	-573564	-	CSINE3A	SINE	SINE	-3	347	2	1
1113	29	28	0	0	chr18	69227609	69227645	-573091	+	AT_rich	Low_complexity	Low_complexity	1	36	0	1
714	2011	98	70	12	chr17	17000905	17001236	-68007231	-	CSINE3A	SINE	SINE	0	350	1	1
714	210	191	0	0	chr17	17001553	17001595	-68006872	+	(TATG)n	Simple_repeat	Simple_repeat	3	44	0	1
714	1427	184	159	7	chr17	17001952	17002242	-68006225	-	CSINE2	SINE	SINE	-10	334	1	1
714	3503	61	40	6	chr17	17002729	17003208	-68005259	+	LTR11_OC	LTR	ERVK	1	495	0	1
714	1134	209	159	17	chr17	17003650	17003951	-68004516	+	CSINE2	SINE	SINE	1	344	0	1
714	2489	81	17	3	chr17	17004122	17004467	-68004000	+	CSINE3A	SINE	SINE	1	350	0	1
714	1941	157	24	9	chr17	17004483	17004818	-68003649	+	CSINE2	SINE	SINE	1	340	-4	1
714	24	91	0	0	chr17	17004849	17004915	-68003552	+	AT_rich	Low_complexity	Low_complexity	1	66	0	1
714	206	330	62	54	chr17	17005114	17005226	-68003241	-	LFSINE_Vert	SINE	SINE	-298	161	49	1
714	21	0	0	0	chr17	17005339	17005360	-68003107	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
714	384	270	139	71	chr17	17005734	17006001	-68002466	+	HAL1b	LINE	L1	317	601	-1408	1
1377	491	266	47	12	chr7	103883537	103883708	-69800751	+	MLT1G3	LTR	ERVL-MaLR	4	180	-415	2
1377	2684	63	3	0	chr7	103883721	103884068	-69800391	-	CSINE3A	SINE	SINE	-1	349	2	2
1377	252	317	49	0	chr7	103884310	103884433	-69800026	+	MLT1G3	LTR	ERVL-MaLR	420	548	0	2
1377	31	26	0	0	chr7	103884669	103884707	-69799752	+	AT_rich	Low_complexity	Low_complexity	1	38	0	2
1377	253	292	20	40	chr7	103886584	103886684	-69797775	-	MER5A	DNA	hAT-Charlie	-6	183	86	2
1377	496	265	193	0	chr7	103886802	103886968	-69797491	-	MER20	DNA	hAT-Charlie	-21	198	1	2
1377	22	0	0	0	chr7	103887000	103887022	-69797437	+	AT_rich	Low_complexity	Low_complexity	1	22	0	2
1377	2020	137	23	18	chr7	103887656	103887998	-69796461	+	CSINE2	SINE	SINE	1	344	0	2
589	468	108	0	0	chrUn0119	636221	636295	-310866	-	L1A_Oc	LINE	L1	-46	6451	6378	3
589	587	152	192	12	chrUn0119	637812	637979	-309182	+	CSINE2	SINE	SINE	146	342	-2	3
589	1555	164	50	25	chrUn0119	638045	638350	-308811	+	CSINE2	SINE	SINE	1	313	-31	3
589	189	0	0	0	chrUn0119	638350	638371	-308790	+	(TAAA)n	Simple_repeat	Simple_repeat	2	22	0	3
589	1555	164	50	25	chrUn0119	638371	638383	-308778	+	CSINE2	SINE	SINE	314	325	-19	3
589	665	281	44	44	chrUn0119	638441	638739	-308422	+	CSINE2	SINE	SINE	47	344	0	3
589	338	249	131	61	chrUn0119	639380	639594	-307567	-	CSINE2	SINE	SINE	-86	258	30	3
589	2432	93	3	73	chrUn0119	639631	640000	-307161	+	CSINE2	SINE	SINE	2	344	0	3
589	2575	58	49	0	chrUn0119	640018	640343	-306818	-	CSINE3A	SINE	SINE	-9	341	1	3
585	21	0	0	0	chrUn0821	17541	17562	-33769	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
585	353	294	18	0	chrUn0821	17845	17954	-33377	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	4
585	31	68	0	0	chrUn0821	18138	18197	-33134	+	GC_rich	Low_complexity	Low_complexity	1	59	0	4
585	597	187	142	28	chrUn0821	18774	18950	-32381	+	CSINE2	SINE	SINE	146	341	-3	4
585	1696	163	52	13	chrUn0821	19005	19302	-32029	+	CSINE2	SINE	SINE	1	311	-33	4
585	180	0	0	0	chrUn0821	19302	19322	-32009	+	(TAAA)n	Simple_repeat	Simple_repeat	2	21	0	4
585	1696	163	52	13	chrUn0821	19322	19334	-31997	+	CSINE2	SINE	SINE	312	322	-22	4
585	704	262	65	51	chrUn0821	19391	19685	-31646	+	CSINE2	SINE	SINE	47	344	0	4
585	248	274	0	0	chrUn0821	20326	20388	-30943	-	CSINE2	SINE	SINE	-86	258	197	4
585	1726	99	30	56	chrUn0821	20691	20959	-30372	+	CSINE2	SINE	SINE	83	343	-1	4
1161	2689	26	8	45	chr1	75617744	75618101	-119232656	-	CSINE3A	SINE	SINE	-5	345	2	1
1161	331	299	0	10	chr1	75618183	75618281	-119232476	-	CSINE2	SINE	SINE	-120	224	128	1
1161	1670	113	29	0	chr1	75618268	75618506	-119232251	+	CSINE1	SINE	SINE	80	324	-16	1
1161	2132	116	30	27	chr1	75618799	75619137	-119231620	-	CSINE2	SINE	SINE	-5	339	1	1
1161	273	194	32	0	chr1	75619697	75619759	-119230998	+	tRNA-Leu-TTA(m)	tRNA	tRNA	2	65	-13	1
1161	1434	162	107	58	chr1	75619950	75620277	-119230480	+	CSINE2	SINE	SINE	2	344	0	1
1161	3820	194	86	24	chr1	75620277	75621180	-119229577	+	L1MA7	LINE	L1	5323	6281	-10	1
1161	306	267	171	18	chr1	75621192	75621356	-119229401	+	MLT1C	LTR	ERVL-MaLR	167	355	-112	1
1161	613	293	57	46	chr1	75621419	75621702	-119229055	+	CSINE1	SINE	SINE	34	319	-21	1
1161	473	195	23	0	chr1	75621717	75621804	-119228953	+	MLT1C	LTR	ERVL-MaLR	339	427	-40	1
1161	1130	172	34	105	chr1	75621854	75622018	-119228739	+	L1MA8	LINE	L1	5320	5472	-840	1
1161	1673	177	45	12	chr1	75622018	75622349	-119228408	-	CSINE2	SINE	SINE	-1	343	2	1
585	258	105	0	0	chrUn0821	14019	14057	-37274	+	(CTTA)n	Simple_repeat	Simple_repeat	2	39	0	4
585	1517	164	91	4	chrUn0821	14057	14332	-36999	-	CSINE1	SINE	SINE	-32	308	10	4
585	1716	133	132	3	chrUn0821	14983	15018	-36313	-	CSINE2	SINE	SINE	-10	334	299	4
585	363	23	0	0	chrUn0821	15018	15062	-36269	+	(GA)n	Simple_repeat	Simple_repeat	2	45	0	4
585	1716	133	132	3	chrUn0821	15062	15321	-36010	-	CSINE2	SINE	SINE	-46	298	3	4
585	21	0	0	0	chrUn0821	17541	17562	-33769	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
585	353	294	18	0	chrUn0821	17845	17954	-33377	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	4
585	31	68	0	0	chrUn0821	18138	18197	-33134	+	GC_rich	Low_complexity	Low_complexity	1	59	0	4
585	597	187	142	28	chrUn0821	18774	18950	-32381	+	CSINE2	SINE	SINE	146	341	-3	4
719	180	0	0	0	chr18	17579308	17579328	-52221408	+	(TTTA)n	Simple_repeat	Simple_repeat	2	21	0	1
719	2744	44	6	20	chr18	17579328	17579663	-52221073	-	CSINE3A	SINE	SINE	-17	333	1	1
719	25	31	0	0	chr18	17579746	17579778	-52220958	+	AT_rich	Low_complexity	Low_complexity	1	32	0	1
719	294	29	0	0	chr18	17581870	17581905	-52218831	+	(CA)n	Simple_repeat	Simple_repeat	2	36	0	1
719	711	242	0	11	chr18	17581914	17582094	-52218642	-	CSINE2	SINE	SINE	-86	258	81	1
719	1709	150	63	6	chr18	17582426	17582742	-52217994	+	CSINE2	SINE	SINE	11	344	0	1
719	265	270	22	22	chr18	17582831	17582922	-52217814	-	CSINE2	SINE	SINE	-253	91	1	1
719	244	255	0	78	chr18	17583072	17583116	-52217620	+	L1MA4	LINE	L1	6201	6243	-57	1
719	3872	32	30	13	chr18	17583116	17583590	-52217146	-	ERVNOC_LTR	LTR	ERVK	0	482	1	1
719	244	255	0	78	chr18	17583590	17583647	-52217089	+	L1MA4	LINE	L1	6244	6294	-6	1
719	225	207	69	0	chr18	17583658	17583716	-52217020	+	L1MA5	LINE	L1	6182	6243	-57	1
719	1934	110	53	3	chr18	17583818	17584120	-52216616	+	CSINE2	SINE	SINE	9	325	-19	1
1161	2689	26	8	45	chr1	75617744	75618101	-119232656	-	CSINE3A	SINE	SINE	-5	345	2	1
1161	331	299	0	10	chr1	75618183	75618281	-119232476	-	CSINE2	SINE	SINE	-120	224	128	1
1161	1670	113	29	0	chr1	75618268	75618506	-119232251	+	CSINE1	SINE	SINE	80	324	-16	1
1161	2132	116	30	27	chr1	75618799	75619137	-119231620	-	CSINE2	SINE	SINE	-5	339	1	1
1161	273	194	32	0	chr1	75619697	75619759	-119230998	+	tRNA-Leu-TTA(m)	tRNA	tRNA	2	65	-13	1
1161	1434	162	107	58	chr1	75619950	75620277	-119230480	+	CSINE2	SINE	SINE	2	344	0	1
1161	3820	194	86	24	chr1	75620277	75621180	-119229577	+	L1MA7	LINE	L1	5323	6281	-10	1
1161	306	267	171	18	chr1	75621192	75621356	-119229401	+	MLT1C	LTR	ERVL-MaLR	167	355	-112	1
1161	613	293	57	46	chr1	75621419	75621702	-119229055	+	CSINE1	SINE	SINE	34	319	-21	1
1161	473	195	23	0	chr1	75621717	75621804	-119228953	+	MLT1C	LTR	ERVL-MaLR	339	427	-40	1
1161	1130	172	34	105	chr1	75621854	75622018	-119228739	+	L1MA8	LINE	L1	5320	5472	-840	1
1161	1673	177	45	12	chr1	75622018	75622349	-119228408	-	CSINE2	SINE	SINE	-1	343	2	1
1161	1130	172	34	105	chr1	75622349	75622451	-119228306	+	L1MA8	LINE	L1	5473	5567	-745	1
1161	1339	235	4	14	chr1	75622478	75622759	-119227998	-	CSINE2	SINE	SINE	-65	279	2	1
1063	26	0	0	0	chr17	62656260	62656286	-22352181	+	AT_rich	Low_complexity	Low_complexity	1	26	0	1
1063	1001	302	69	22	chr17	62656429	62656937	-22351530	-	L1M4	LINE	L1	-5721	821	290	1
1063	1062	231	108	7	chr17	62658188	62658493	-22349974	-	CSINE1	SINE	SINE	-4	336	1	1
1063	360	306	23	23	chr17	62658608	62658782	-22349685	-	L1MA4	LINE	L1	-130	6170	5997	1
1063	560	326	91	10	chr17	62658787	62659181	-22349286	-	L1ME1	LINE	L1	-77	6102	5677	1
1063	437	298	150	6	chr17	62659218	62659572	-22348895	-	L1ME1	LINE	L1	-1129	5017	4613	1
1137	2461	112	21	0	chr16	72417932	72418261	-12060684	-	CSINE1	SINE	SINE	-4	336	1	1
1137	3379	106	70	2	chr16	72418263	72418763	-12060182	+	LTR14_OC	LTR	ERV1	8	541	0	1
1137	200	321	0	47	chr16	72418778	72418863	-12060082	+	MIR	SINE	MIR	79	159	-103	1
1137	410	310	73	69	chr16	72419058	72419332	-12059613	+	MLT1A0	LTR	ERVL-MaLR	5	279	-86	1
1137	200	196	0	38	chr16	72419772	72419825	-12059120	+	A-rich	Low_complexity	Low_complexity	3	53	0	1
1137	187	313	0	29	chr16	72421884	72421953	-12056992	+	L2	LINE	L2	2526	2592	-827	1
1137	657	0	0	0	chr16	72421982	72422055	-12056890	+	(TTC)n	Simple_repeat	Simple_repeat	2	74	0	1
1137	1921	75	117	10	chr16	72422056	72422354	-12056591	-	CSINE3A	SINE	SINE	-20	330	1	1
1137	22	0	0	0	chr16	72422358	72422380	-12056565	+	AT_rich	Low_complexity	Low_complexity	1	22	0	1
1161	1434	162	107	58	chr1	75619950	75620277	-119230480	+	CSINE2	SINE	SINE	2	344	0	1
1161	3820	194	86	24	chr1	75620277	75621180	-119229577	+	L1MA7	LINE	L1	5323	6281	-10	1
1161	306	267	171	18	chr1	75621192	75621356	-119229401	+	MLT1C	LTR	ERVL-MaLR	167	355	-112	1
1161	613	293	57	46	chr1	75621419	75621702	-119229055	+	CSINE1	SINE	SINE	34	319	-21	1
1161	473	195	23	0	chr1	75621717	75621804	-119228953	+	MLT1C	LTR	ERVL-MaLR	339	427	-40	1
1161	1130	172	34	105	chr1	75621854	75622018	-119228739	+	L1MA8	LINE	L1	5320	5472	-840	1
1161	1673	177	45	12	chr1	75622018	75622349	-119228408	-	CSINE2	SINE	SINE	-1	343	2	1
1161	1130	172	34	105	chr1	75622349	75622451	-119228306	+	L1MA8	LINE	L1	5473	5567	-745	1
1161	1339	235	4	14	chr1	75622478	75622759	-119227998	-	CSINE2	SINE	SINE	-65	279	2	1
1161	2800	185	23	54	chr1	75622759	75623329	-119227428	+	L1MA8	LINE	L1	5552	6108	-183	1
1161	1608	142	129	16	chr1	75623329	75623638	-119227119	-	CSINE2	SINE	SINE	0	344	1	1
1161	2800	185	23	54	chr1	75623638	75623731	-119227026	+	L1MA8	LINE	L1	6109	6194	-97	1
1161	517	285	126	9	chr1	75623752	75623982	-119226775	+	L1MCa	LINE	L1	305	561	-6190	1
1161	551	259	69	29	chr1	75623989	75624313	-119226444	+	L1MCa	LINE	L1	356	977	-5774	1
1161	987	175	0	91	chr1	75624516	75624724	-119226033	+	CSINE2	SINE	SINE	143	331	-13	1
1161	467	211	37	22	chr1	75624728	75624864	-119225893	+	L1MCa	LINE	L1	983	1120	-4925	1
1161	3751	55	19	0	chr1	75624865	75625338	-119225419	-	ERVNOC_LTR	LTR	ERVK	0	482	1	1
586	222	37	0	0	chrUn0088	219849	219876	-945409	+	(GA)n	Simple_repeat	Simple_repeat	2	28	0	3
586	763	191	12	75	chrUn0088	219877	220112	-945173	-	CSINE2	SINE	SINE	-75	275	47	3
586	22	0	0	0	chrUn0088	220172	220194	-945091	+	GC_rich	Low_complexity	Low_complexity	1	22	0	3
