#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
597	1139	221	8	16	chrUn0043	1644147	1644405	-707986	+	CSINE1	SINE	SINE	1	256	-84	3
597	354	315	30	12	chrUn0043	1645285	1645449	-706942	+	MER2B	DNA	TcMar-Tigger	169	335	-1	3
597	714	269	18	31	chrUn0043	1645748	1645971	-706420	+	CSINE2	SINE	SINE	54	273	-71	3
597	30	27	0	0	chrUn0043	1645971	1646008	-706383	+	AT_rich	Low_complexity	Low_complexity	1	37	0	3
597	316	283	16	48	chrUn0043	1646338	1646464	-705927	+	CSINE1	SINE	SINE	7	128	-212	3
597	189	0	0	0	chrUn0043	1646648	1646669	-705722	+	(CA)n	Simple_repeat	Simple_repeat	2	22	0	3
597	286	368	5	31	chrUn0043	1646682	1646873	-705518	-	CSINE2	SINE	SINE	-91	253	68	3
597	385	274	0	9	chrUn0043	1647925	1648032	-704359	-	CSINE2	SINE	SINE	-46	298	193	3
591	2844	44	17	6	chrUn0043	875939	876284	-1476107	-	CSINE3A	SINE	SINE	0	350	2	3
691	2068	139	11	23	chr18	13929216	13929570	-55871166	+	CSINE3A	SINE	SINE	1	350	0	1
691	30	0	0	0	chr18	13929570	13929600	-55871136	+	AT_rich	Low_complexity	Low_complexity	1	30	0	1
691	22	0	0	0	chr18	13929782	13929804	-55870932	+	AT_rich	Low_complexity	Low_complexity	1	22	0	1
691	446	298	130	37	chr18	13929820	13930120	-55870616	+	CSINE1	SINE	SINE	9	336	-4	1
691	726	98	152	0	chr18	13930202	13930314	-55870422	+	CSINE2	SINE	SINE	216	344	0	1
691	345	322	0	32	chr18	13930374	13930467	-55870269	+	CSINE1	SINE	SINE	1	90	-250	1
691	26	0	0	0	chr18	13930467	13930493	-55870243	+	AT_rich	Low_complexity	Low_complexity	1	26	0	1
691	1854	146	68	0	chr18	13930505	13930827	-55869909	-	CSINE2	SINE	SINE	0	344	1	1
691	457	154	54	11	chr18	13930829	13930921	-55869815	-	CSINE2	SINE	SINE	-20	324	229	1
691	297	235	44	66	chr18	13930918	13931009	-55869727	-	CSINE2	SINE	SINE	-249	95	7	1
691	376	151	264	11	chr18	13931234	13931321	-55869415	+	CSINE1	SINE	SINE	215	323	-17	1
691	1204	186	161	13	chr18	13931746	13932045	-55868691	+	CSINE2	SINE	SINE	2	344	0	1
691	227	216	112	93	chr18	13932310	13932340	-55868396	-	CSINE3A	SINE	SINE	-1	349	325	1
691	213	39	0	0	chr18	13932340	13932366	-55868370	+	(TTTA)n	Simple_repeat	Simple_repeat	2	27	0	1
691	805	207	202	18	chr18	13932366	13932612	-55868124	-	CSINE2	SINE	SINE	-26	324	1	1
691	189	277	0	0	chr18	13932754	13932801	-55867935	-	L2a	LINE	L2	-18	3408	3362	1
691	1208	214	71	24	chr18	13932813	13933110	-55867626	-	CSINE2	SINE	SINE	-30	314	4	1
691	2340	110	49	0	chr18	13933648	13933974	-55866762	+	CSINE2	SINE	SINE	2	343	-1	1
691	1284	242	46	21	chr18	13934189	13934514	-55866222	-	CSINE1	SINE	SINE	-6	334	2	1
911	249	282	42	8	chr18	42847021	42847139	-26953597	+	L1A_Oc	LINE	L1	5461	5582	-915	1
911	281	207	71	24	chr18	42847139	42847223	-26953513	-	CSINE2	SINE	SINE	-253	91	4	1
911	328	342	46	28	chr18	42847401	42847684	-26953052	+	CSINE1	SINE	SINE	24	311	-29	1
911	220	202	248	58	chr18	42847847	42847968	-26952768	+	MIRc	SINE	MIR	90	233	-35	1
911	1952	128	63	12	chr18	42848062	42848393	-26952343	+	CSINE3A	SINE	SINE	1	348	-2	1
911	395	263	66	48	chr18	42849164	42849392	-26951344	+	CSINE2	SINE	SINE	107	338	-6	1
911	207	360	40	19	chr18	42849445	42849588	-26951148	+	MIRc	SINE	MIR	61	203	-65	1
911	2448	91	0	12	chr18	42850072	42850418	-26950318	+	CSINE3A	SINE	SINE	1	342	-8	1
911	180	263	9	17	chr18	42851268	42851384	-26949352	+	CT-rich	Low_complexity	Low_complexity	1	115	0	1
911	238	250	14	0	chr18	42851384	42851456	-26949280	-	CSINE2	SINE	SINE	-2	342	270	1
911	1067	204	41	31	chr18	42851462	42851755	-26948981	+	CSINE2	SINE	SINE	3	298	-46	1
911	784	172	107	0	chr18	42851759	42851928	-26948808	+	CSINE2	SINE	SINE	153	339	-5	1
1037	1004	270	120	33	chr18	59305555	59306201	-10494535	-	L1MEd	LINE	L1	-2184	3962	3207	1
1037	2148	142	6	18	chr18	59306210	59306546	-10494190	+	CSINE2	SINE	SINE	2	333	-11	1
1037	1923	102	120	16	chr18	59306590	59306907	-10493829	+	CSINE3A	SINE	SINE	1	350	0	1
1037	22	35	0	0	chr18	59306934	59306963	-10493773	+	AT_rich	Low_complexity	Low_complexity	1	29	0	1
1037	204	328	0	0	chr18	59307126	59307190	-10493546	+	L2b	LINE	L2	3131	3194	-181	1
1037	285	237	26	0	chr18	59307465	59307541	-10493195	-	L1MEd	LINE	L1	-3534	2612	2535	1
1037	272	146	0	20	chr18	59308030	59308079	-10492657	-	CSINE3A	SINE	SINE	-4	346	299	1
1037	243	326	69	86	chr18	59309698	59309822	-10490914	-	L1MEd	LINE	L1	-4879	1257	1159	1
1037	1814	181	90	3	chr18	59309822	59310133	-10490603	-	CSINE1	SINE	SINE	-2	338	1	1
1037	243	326	69	86	chr18	59310133	59310370	-10490366	-	L1MEd	LINE	L1	-4978	1158	902	1
1037	1112	267	54	21	chr18	59310392	59310725	-10490011	+	CSINE2	SINE	SINE	1	344	0	1
949	1855	113	81	12	chr18	47737037	47737358	-22063378	+	CSINE3A	SINE	SINE	1	343	-7	1
949	21	71	0	0	chr18	47738376	47738418	-22062318	+	AT_rich	Low_complexity	Low_complexity	1	42	0	1
949	593	128	32	0	chr18	47738534	47738659	-22062077	-	L1MCa	LINE	L1	-4233	2275	2147	1
949	1886	81	7	56	chr18	47738660	47738947	-22061789	-	CSINE2	SINE	SINE	-1	343	71	1
949	1861	186	55	16	chr18	47738949	47739257	-22061479	-	L1MCa	LINE	L1	-4404	2104	1776	1
949	2498	50	84	0	chr18	47739257	47739579	-22061157	-	CSINE3A	SINE	SINE	-1	349	1	1
949	1861	186	55	16	chr18	47739579	47739708	-22061028	-	L1MCa	LINE	L1	-4733	1775	1650	1
949	2207	84	35	53	chr18	47739708	47740048	-22060688	+	CSINE2	SINE	SINE	1	334	-10	1
949	658	236	73	73	chr18	47740049	47740296	-22060440	-	CSINE1	SINE	SINE	0	340	94	1
949	5608	189	78	89	chr18	47740364	47741260	-22059476	-	L1MCa	LINE	L1	-4864	1644	805	1
691	243	217	130	0	chr9	13930091	13930160	-102321747	+	MER102c	DNA	hAT-Charlie	180	257	-74	3
691	428	177	61	20	chr9	13931260	13931358	-102320549	-	MER3	DNA	hAT-Charlie	-98	111	10	3
691	290	235	30	30	chr9	13931484	13931585	-102320322	+	MLT1A1	LTR	ERVL-MaLR	22	122	-286	3
691	2710	36	64	0	chr9	13932017	13932346	-102319561	+	CSINE3A	SINE	SINE	1	350	0	3
691	3014	14	3	20	chr9	13932352	13932708	-102319199	+	CSINE3A	SINE	SINE	1	350	0	3
691	1141	159	330	0	chr9	13932753	13933011	-102318896	+	CSINE2	SINE	SINE	1	343	-1	3
691	2864	49	9	0	chr9	13933181	13933528	-102318379	-	CSINE3A	SINE	SINE	0	350	1	3
691	2113	138	44	39	chr9	13933740	13934078	-102317829	+	CSINE1	SINE	SINE	1	340	0	3
1170	302	330	154	11	chr9	76708814	76709191	-39542716	+	HAL1	LINE	L1	849	1279	-1228	3
1170	1357	194	84	8	chr9	76709192	76709442	-39542465	+	MER21B	LTR	ERVL	3	271	-597	3
1170	812	208	7	0	chr9	76709432	76709581	-39542326	-	CSINE2	SINE	SINE	-194	150	1	3
1170	587	258	98	4	chr9	76709655	76709795	-39542112	+	L1M5	LINE	L1	4470	4613	-1533	3
1170	2388	36	287	21	chr9	76709795	76710133	-39541774	+	LTR2B_OC	LTR	ERV1	1	428	-1	3
1170	587	258	98	4	chr9	76710133	76710226	-39541681	+	L1M5	LINE	L1	4614	4725	-1421	3
1170	740	147	234	54	chr9	76710299	76710513	-39541394	+	CSINE2	SINE	SINE	127	330	-14	3
1170	914	280	7	51	chr9	76710529	76710823	-39541084	+	L1M5	LINE	L1	4757	5037	-1109	3
1170	1016	238	66	26	chr9	76710827	76711099	-39540808	+	CSINE2	SINE	SINE	3	285	-59	3
1170	302	331	29	0	chr9	76711122	76711258	-39540649	+	L1M5	LINE	L1	5041	5180	-966	3
1170	398	305	54	44	chr9	76711281	76711597	-39540310	+	HAL1	LINE	L1	1823	2141	-366	3
1170	340	202	35	35	chr9	76711818	76711905	-39540002	+	LTR48	LTR	ERV1	1	87	-700	3
1170	270	169	254	0	chr9	76712223	76712294	-39539613	+	MER34	LTR	ERV1	380	468	-74	3
1170	505	108	0	78	chr9	76713137	76713227	-39538680	-	LTR3D_OC	LTR	ERVL?	0	494	412	3
1037	25	0	0	0	chr9	59306172	59306197	-56945710	+	AT_rich	Low_complexity	Low_complexity	1	25	0	3
1037	2676	33	35	20	chr9	59306197	59306542	-56945365	-	CSINE3A	SINE	SINE	0	350	1	3
1037	401	254	112	149	chr9	59306662	59306929	-56944978	+	HAL1	LINE	L1	796	1061	-1446	3
1037	1856	168	31	9	chr9	59306929	59307247	-56944660	-	CSINE2	SINE	SINE	-18	326	2	3
1037	401	254	112	149	chr9	59307247	59307275	-56944632	+	HAL1	LINE	L1	1062	1080	-1427	3
1037	635	206	29	35	chr9	59307325	59307496	-56944411	-	CSINE2	SINE	SINE	-152	192	23	3
1037	2530	60	43	29	chr9	59307544	59307889	-56944018	+	CSINE3A	SINE	SINE	1	350	0	3
1037	447	265	128	51	chr9	59307934	59308192	-56943715	+	CSINE2	SINE	SINE	5	285	-59	3
1037	998	232	11	9	chr9	59308270	59308548	-56943359	+	CSINE2	SINE	SINE	1	290	-54	3
1037	21	36	0	0	chr9	59308548	59308576	-56943331	+	AT_rich	Low_complexity	Low_complexity	1	28	0	3
1037	305	248	99	18	chr9	59308589	59308700	-56943207	+	HAL1	LINE	L1	1606	1725	-782	3
1037	360	295	36	7	chr9	59308793	59308933	-56942974	+	MER67C	LTR	ERV1	209	352	-359	3
1037	461	176	167	56	chr9	59308952	59309009	-56942898	+	MER67C	LTR	ERV1	491	548	-163	3
1037	1965	145	23	31	chr9	59309009	59309358	-56942549	-	CSINE3A	SINE	SINE	-3	347	2	3
1037	461	176	167	56	chr9	59309358	59309462	-56942445	+	MER67C	LTR	ERV1	549	670	-41	3
1037	1086	159	65	0	chr9	59309730	59309931	-56941976	+	CSINE2	SINE	SINE	130	343	-1	3
1037	1909	96	74	82	chr9	59310065	59310418	-56941489	-	CSINE3A	SINE	SINE	0	350	1	3
1037	1908	100	55	111	chr9	59311114	59311475	-56940432	+	CSINE2	SINE	SINE	1	341	-3	3
949	3117	245	71	6	chr9	47735784	47736785	-68515122	-	L1M2	LINE	L1	-2970	3875	2809	3
949	1077	241	76	16	chr9	47739157	47739473	-68512434	-	CSINE2	SINE	SINE	-3	341	7	3
949	203	116	47	0	chr9	47740387	47740430	-68511477	+	(TCTCTG)n	Simple_repeat	Simple_repeat	3	47	0	3
949	54342	29	6	2	chr9	47740839	47747259	-68504648	-	L1A_Oc	LINE	L1	-48	6449	5	3
1715	413	160	117	0	chr12	148148926	148149020	-7206375	+	MLT1A1	LTR	ERVL-MaLR	268	372	-36	7
1715	1685	181	92	0	chr12	148149020	148149334	-7206061	+	CSINE2	SINE	SINE	2	344	0	7
1715	1429	136	65	8	chr12	148150071	148150331	-7205064	+	CSINE2	SINE	SINE	66	340	-4	7
1715	366	256	0	0	chr12	148150390	148150476	-7204919	+	CSINE2	SINE	SINE	194	279	-65	7
1715	2375	94	36	3	chr12	148150602	148150931	-7204464	-	CSINE1	SINE	SINE	0	340	1	7
1715	297	305	15	8	chr12	148151498	148151630	-7203765	-	CSINE2	SINE	SINE	-65	279	147	7
1715	298	225	0	14	chr12	148152011	148152083	-7203312	-	CSINE2	SINE	SINE	-67	277	207	7
1170	343	277	17	8	chr12	76709620	76709740	-78645655	+	MER5B	DNA	hAT-Charlie	18	138	-40	6
1170	2693	20	11	23	chr12	76709746	76710099	-78645296	+	CSINE3A	SINE	SINE	1	349	-1	6
1170	1056	143	77	0	chr12	76710200	76710382	-78645013	-	CSINE2	SINE	SINE	-148	196	1	6
1170	1316	185	47	47	chr12	76710689	76710989	-78644406	-	L1MC1	LINE	L1	0	6333	6034	6
1170	513	241	275	31	chr12	76711004	76711205	-78644190	+	CSINE2	SINE	SINE	12	260	-84	6
1170	330	26	0	0	chr12	76711205	76711244	-78644151	+	(TC)n	Simple_repeat	Simple_repeat	1	39	0	6
1170	293	247	25	25	chr12	76711244	76711279	-78644116	+	CSINE2	SINE	SINE	261	297	-47	6
1170	3025	202	7	7	chr12	76711307	76711894	-78643501	-	L1MC1	LINE	L1	-286	6047	5461	6
1170	282	154	75	25	chr12	76711897	76711977	-78643418	-	CSINE1	SINE	SINE	0	340	257	6
1170	1203	188	39	118	chr12	76711990	76712222	-78643173	-	CSINE2	SINE	SINE	-30	314	94	6
1170	2156	93	53	18	chr12	76712222	76712560	-78642835	+	CSINE3A	SINE	SINE	1	350	0	6
1170	1203	188	39	118	chr12	76712560	76712665	-78642730	-	CSINE2	SINE	SINE	-251	93	4	6
1170	593	247	71	29	chr12	76712682	76712920	-78642475	-	CSINE2	SINE	SINE	0	344	97	6
1170	988	198	62	14	chr12	76713003	76713336	-78642059	-	L1MB3	LINE	L1	-867	5477	5126	6
1170	680	191	67	36	chr12	76713334	76713529	-78641866	+	L1MB3	LINE	L1	5611	5811	-369	6
1170	345	47	0	0	chr12	76713563	76713606	-78641789	+	(GA)n	Simple_repeat	Simple_repeat	2	44	0	6
1170	1031	267	12	31	chr12	76713606	76713865	-78641530	-	CSINE1	SINE	SINE	-86	254	1	6
1037	274	244	235	25	chr12	59306086	59306256	-96049139	-	MIRb	SINE	MIR	-30	232	34	5
1037	23	0	0	0	chr12	59306392	59306415	-96048980	+	AT_rich	Low_complexity	Low_complexity	1	23	0	5
1037	357	314	109	54	chr12	59306422	59306661	-96048734	-	MIRb	SINE	MIR	0	268	17	5
1037	705	216	22	0	chr12	59307814	59307953	-96047442	-	MER5A	DNA	hAT-Charlie	0	189	48	5
1037	22	0	0	0	chr12	59308128	59308150	-96047245	+	AT_rich	Low_complexity	Low_complexity	1	22	0	5
1037	635	245	56	98	chr12	59310084	59310369	-96045026	+	CSINE2	SINE	SINE	50	322	-22	5
627	198	0	0	0	chrUn0007	5541392	5541414	-583197	+	(TG)n	Simple_repeat	Simple_repeat	1	22	0	3
627	216	0	0	0	chrUn0007	5541414	5541437	-583174	+	(GA)n	Simple_repeat	Simple_repeat	1	24	0	3
627	298	323	82	72	chrUn0007	5541596	5541803	-582808	+	L2b	LINE	L2	3159	3367	-8	3
627	213	281	98	0	chrUn0007	5543686	5543768	-580843	-	MIR3	SINE	MIR	-23	185	96	3
627	180	111	0	0	chrUn0007	5544352	5544379	-580232	+	(CTTTG)n	Simple_repeat	Simple_repeat	1	27	0	3
627	187	348	104	38	chrUn0007	5544769	5544981	-579630	-	L2c	LINE	L2	-30	3357	3132	3
627	567	256	0	30	chrUn0007	5545252	5545421	-579190	+	CSINE1	SINE	SINE	1	164	-176	3
627	2098	122	39	27	chrUn0007	5545504	5545841	-578770	+	CSINE2	SINE	SINE	1	341	-3	3
691	303	323	194	6	chr17	13929211	13929376	-71079091	-	MIRb	SINE	MIR	-31	237	42	1
691	273	290	19	135	chr17	13929425	13929640	-71078827	+	CR1_Mam	LINE	CR1	121	310	-1894	1
691	186	205	0	6	chr17	13930606	13930655	-71077812	-	MIR3	SINE	MIR	-107	155	108	1
691	1113	208	0	28	chr17	13931113	13931360	-71077107	+	CSINE1	SINE	SINE	1	240	-100	1
691	1201	194	122	58	chr17	13932410	13932804	-71075663	+	L1MA6	LINE	L1	5882	6300	0	1
691	473	243	227	17	chr17	13934180	13934356	-71074111	+	MIRb	SINE	MIR	35	247	-21	1
1170	1411	247	120	32	chr17	76708876	76709345	-8299122	+	L1MC4	LINE	L1	7303	7808	-234	1
1170	1932	225	64	24	chr17	76709345	76709892	-8298575	+	MLT1F1	LTR	ERVL-MaLR	1	569	0	1
1170	1411	247	120	32	chr17	76709892	76709990	-8298477	+	L1MC4	LINE	L1	7809	7920	-122	1
1170	948	244	109	50	chr17	76710690	76710992	-8297475	+	CSINE1	SINE	SINE	1	320	-20	1
1170	2185	115	42	12	chr17	76711054	76711388	-8297079	+	CSINE2	SINE	SINE	1	344	0	1
1170	1442	168	102	56	chr17	76711470	76711792	-8296675	+	CSINE2	SINE	SINE	1	337	-7	1
1170	1351	159	196	11	chr17	76712251	76712537	-8295930	-	CSINE2	SINE	SINE	-5	339	1	1
1170	1581	191	56	6	chr17	76712677	76712999	-8295468	-	CSINE1	SINE	SINE	-2	338	1	1
1170	2863	32	3	11	chr17	76713567	76713920	-8294547	+	CSINE3A	SINE	SINE	1	350	0	1
601	405	0	0	0	chrUn0002	2115757	2115802	-11346000	+	(GA)n	Simple_repeat	Simple_repeat	2	46	0	3
601	637	297	18	23	chrUn0002	2115818	2116035	-11345767	-	CSINE2	SINE	SINE	-97	247	32	3
601	501	354	76	10	chrUn0002	2116367	2116681	-11345121	+	L2	LINE	L2	2477	2811	-608	3
601	512	308	50	50	chrUn0002	2116722	2116982	-11344820	+	CSINE2	SINE	SINE	37	296	-48	3
601	200	200	0	0	chrUn0002	2117064	2117099	-11344703	+	GA-rich	Low_complexity	Low_complexity	3	37	0	3
601	7990	216	31	1	chrUn0002	2117100	2118467	-11343335	+	L1A_Oc	LINE	L1	5055	6463	-34	3
601	27	49	0	0	chrUn0002	2118502	2118543	-11343259	+	AT_rich	Low_complexity	Low_complexity	1	41	0	3
601	611	252	28	107	chrUn0002	2118590	2118708	-11343094	+	CSINE2	SINE	SINE	3	106	-238	3
601	2227	100	32	26	chrUn0002	2118708	2119047	-11342755	-	CSINE2	SINE	SINE	-2	342	2	3
601	611	252	28	107	chrUn0002	2119047	2119217	-11342585	+	CSINE2	SINE	SINE	107	268	-76	3
601	342	370	77	18	chrUn0002	2119263	2119483	-11342319	+	L2	LINE	L2	2842	3074	-345	3
601	2072	123	46	6	chrUn0002	2119785	2120113	-11341689	+	CSINE2	SINE	SINE	4	344	0	3
601	324	326	270	19	chrUn0002	2120327	2120590	-11341212	+	L2b	LINE	L2	3011	3339	-36	3
601	183	216	0	0	chrUn0002	2120645	2120682	-11341120	-	MIRc	SINE	MIR	-225	43	7	3
601	1770	147	50	0	chrUn0002	2120685	2120985	-11340817	-	CSINE2	SINE	SINE	-3	341	27	3
691	2232	114	29	40	chr19	13929642	13929990	-43349976	-	CSINE2	SINE	SINE	0	344	1	1
691	24	0	0	0	chr19	13930015	13930039	-43349927	+	AT_rich	Low_complexity	Low_complexity	1	24	0	1
691	1910	154	42	0	chr19	13930040	13930352	-43349614	-	CSINE2	SINE	SINE	-19	325	1	1
691	291	344	48	65	chr19	13931422	13931590	-43348376	-	MIRb	SINE	MIR	-77	191	27	1
691	22	56	0	0	chr19	13931601	13931637	-43348329	+	AT_rich	Low_complexity	Low_complexity	1	36	0	1
691	22	56	0	0	chr19	13932735	13932771	-43347195	+	AT_rich	Low_complexity	Low_complexity	1	36	0	1
691	1300	229	68	25	chr19	13932834	13933160	-43346806	-	CSINE1	SINE	SINE	0	340	1	1
691	235	298	0	0	chr19	13933230	13933287	-43346679	+	CSINE1	SINE	SINE	1	57	-283	1
691	3865	52	13	2	chr19	13933287	13933764	-43346202	+	ERVNOC_LTR	LTR	ERVK	1	482	0	1
691	289	95	0	0	chr19	13933796	13933838	-43346128	+	ERVNOC_LTR	LTR	ERVK	441	482	0	1
691	1073	208	86	8	chr19	13933838	13934105	-43345861	+	CSINE2	SINE	SINE	55	342	-2	1
585	2450	90	48	6	chrUn0821	35513	35847	-15484	+	CSINE3A	SINE	SINE	2	349	-1	4
585	28901	94	13	6	chrUn0821	35847	36932	-14399	+	L1A_Oc	LINE	L1	3157	4235	-2262	4
585	912	254	15	0	chrUn0821	36931	37191	-14140	+	L1M2	LINE	L1	2130	2393	-4456	4
585	1424	147	142	11	chrUn0821	37195	37456	-13875	+	CSINE2	SINE	SINE	50	344	0	4
585	7110	231	38	17	chrUn0821	37456	38390	-12941	+	L1M2	LINE	L1	974	2837	-3306	4
585	2585	65	9	14	chrUn0821	38390	38735	-12596	+	CSINE3A	SINE	SINE	1	343	-7	4
585	7110	216	30	14	chrUn0821	38735	39316	-12015	+	L1M2	LINE	L1	2838	3437	-2706	4
585	1245	153	163	114	chrUn0821	39316	39641	-11690	+	CSINE2	SINE	SINE	2	342	-2	4
585	7110	216	30	14	chrUn0821	39641	40103	-11228	+	L1M2	LINE	L1	3438	3893	-2250	4
585	387	243	46	9	chrUn0821	40105	40213	-11118	+	CSINE1	SINE	SINE	1	112	-228	4
585	300	118	56	42	chrUn0821	40183	40254	-11077	+	CSINE1	SINE	SINE	266	337	-3	4
585	283	44	267	0	chrUn0821	40255	40300	-11031	+	L1M2	LINE	L1	3885	3941	-2202	4
585	1827	170	25	10	chrUn0821	40301	40615	-10716	+	CSINE1	SINE	SINE	1	319	-21	4
585	1729	233	98	99	chrUn0821	31507	32388	-18943	+	L1B_Oc	LINE	L1	8	887	0	4
585	28901	94	13	6	chrUn0821	32394	35513	-15818	+	L1A_Oc	LINE	L1	1	3156	-3341	4
585	2450	90	48	6	chrUn0821	35513	35847	-15484	+	CSINE3A	SINE	SINE	2	349	-1	4
585	28901	94	13	6	chrUn0821	35847	36932	-14399	+	L1A_Oc	LINE	L1	3157	4235	-2262	4
585	207	0	0	0	chrUn0821	11230	11253	-40078	+	(TTTTC)n	Simple_repeat	Simple_repeat	2	24	0	4
585	1833	122	30	13	chrUn0821	11262	11561	-39770	-	CSINE1	SINE	SINE	-36	304	1	4
585	1843	170	40	3	chrUn0821	11754	12079	-39252	+	CSINE1	SINE	SINE	2	338	-2	4
585	2424	50	13	0	chrUn0821	12289	12589	-38742	-	CSINE3A	SINE	SINE	-8	342	39	4
585	258	105	0	0	chrUn0821	14019	14057	-37274	+	(CTTA)n	Simple_repeat	Simple_repeat	2	39	0	4
585	1517	164	91	4	chrUn0821	14057	14332	-36999	-	CSINE1	SINE	SINE	-32	308	10	4
585	1716	133	132	3	chrUn0821	14983	15018	-36313	-	CSINE2	SINE	SINE	-10	334	299	4
585	363	23	0	0	chrUn0821	15018	15062	-36269	+	(GA)n	Simple_repeat	Simple_repeat	2	45	0	4
585	1716	133	132	3	chrUn0821	15062	15321	-36010	-	CSINE2	SINE	SINE	-46	298	3	4
585	21	0	0	0	chrUn0821	4910	4931	-46400	+	AT_rich	Low_complexity	Low_complexity	1	21	0	4
585	234	302	16	41	chrUn0821	4983	5104	-46227	-	CSINE2	SINE	SINE	-150	194	77	4
585	353	294	18	0	chrUn0821	5215	5324	-46007	+	Tigger7	DNA	TcMar-Tigger	2381	2491	0	4
585	31	68	0	0	chrUn0821	5508	5567	-45764	+	GC_rich	Low_complexity	Low_complexity	1	59	0	4
585	323	194	0	95	chrUn0821	5729	5803	-45528	+	LTR27_OC	LTR	ERV1	310	376	-18	4
585	1984	155	163	26	chrUn0821	5985	6402	-44929	+	LTR22_OC	LTR	ERV1	1	474	0	4
585	2749	41	9	20	chrUn0821	8157	8506	-42825	-	CSINE3A	SINE	SINE	-4	346	2	4
585	648	194	109	22	chrUn0821	8617	8801	-42530	+	LTR27_OC	LTR	ERV1	24	223	-171	4
585	1719	133	141	16	chrUn0821	9067	9332	-41999	+	CSINE2	SINE	SINE	1	300	-44	4
585	315	0	0	0	chrUn0821	9332	9367	-41964	+	(TC)n	Simple_repeat	Simple_repeat	2	36	0	4
585	1719	133	141	16	chrUn0821	9367	9406	-41925	+	CSINE2	SINE	SINE	301	343	-1	4
585	326	255	156	12	chrUn0821	9409	9576	-41755	+	L1MD	LINE	L1	4650	4840	-1306	4
585	1726	99	30	56	chrUn0821	20691	20959	-30372	+	CSINE2	SINE	SINE	83	343	-1	4
585	2710	48	9	3	chrUn0821	20982	21319	-30012	-	CSINE3A	SINE	SINE	-11	339	1	4
585	1489	171	142	10	chrUn0821	21338	21376	-29955	-	CSINE2	SINE	SINE	-10	334	262	4
585	198	0	0	0	chrUn0821	21376	21398	-29933	+	(GA)n	Simple_repeat	Simple_repeat	2	23	0	4
585	1489	171	142	10	chrUn0821	21398	21654	-29677	-	CSINE2	SINE	SINE	-83	261	2	4
585	2019	160	6	23	chrUn0821	21883	22229	-29102	-	CSINE2	SINE	SINE	-4	340	1	4
585	765	186	286	36	chrUn0821	22465	22710	-28621	+	CSINE2	SINE	SINE	1	306	-38	4
585	390	187	13	26	chrUn0821	23381	23458	-27873	-	CSINE2	SINE	SINE	-187	157	82	4
585	1989	134	68	0	chrUn0821	23459	23780	-27551	+	CSINE2	SINE	SINE	1	343	-1	4
585	348	133	0	0	chrUn0821	23780	23840	-27491	+	(GGA)n	Simple_repeat	Simple_repeat	2	61	0	4
585	1648	122	31	4	chrUn0821	24616	24872	-26459	+	CSINE1	SINE	SINE	57	319	-21	4
585	471	257	94	34	chrUn0821	24965	25114	-26217	+	CSINE2	SINE	SINE	97	254	-90	4
585	225	0	0	0	chrUn0821	25120	25145	-26186	+	(TC)n	Simple_repeat	Simple_repeat	1	25	0	4
585	216	0	0	0	chrUn0821	25145	25168	-26163	+	(CA)n	Simple_repeat	Simple_repeat	1	24	0	4
585	1141	196	61	89	chrUn0821	25238	25551	-25780	+	CSINE2	SINE	SINE	37	340	-4	4
585	1679	139	26	15	chrUn0821	25633	25651	-25680	-	CSINE1	SINE	SINE	-5	335	317	4
585	2513	74	26	3	chrUn0821	25651	25991	-25340	+	CSINE3A	SINE	SINE	1	348	-2	4
587	279	304	0	9	chrUn0119	298166	298282	-648879	+	(CCG)n	Simple_repeat	Simple_repeat	2	116	0	3
587	507	20	89	0	chrUn0119	302274	302375	-644786	+	(GA)n	Simple_repeat	Simple_repeat	1	110	0	3
586	972	238	31	39	chrUn0119	162640	162894	-784267	+	CSINE2	SINE	SINE	47	298	-46	3
586	217	0	0	57	chrUn0119	162897	162932	-784229	+	(TCTCCC)n	Simple_repeat	Simple_repeat	5	37	0	3
586	253	165	51	0	chrUn0119	162936	163015	-784146	+	CSINE2	SINE	SINE	260	342	-2	3
586	644	152	0	0	chrUn0119	163015	163127	-784034	+	L1MA8	LINE	L1	6169	6280	-11	3
586	2032	122	22	12	chrUn0119	164305	164629	-782532	+	CSINE2	SINE	SINE	1	327	-17	3
586	373	340	57	9	chrUn0119	164713	164924	-782237	+	MIR	SINE	MIR	8	228	-34	3
586	361	308	93	42	chrUn0119	165060	165253	-781908	+	CSINE2	SINE	SINE	64	266	-78	3
586	1135	283	16	16	chrUn0119	165255	165483	-781678	+	L1M4	LINE	L1	4526	4753	-1393	3
586	1933	123	37	66	chrUn0119	165483	165831	-781330	+	CSINE1	SINE	SINE	1	338	-2	3
586	1135	283	16	16	chrUn0119	165831	165968	-781193	+	L1M4	LINE	L1	4754	4891	-1255	3
586	2232	86	75	19	chrUn0119	166617	166936	-780225	+	CSINE1	SINE	SINE	1	337	-3	3
586	661	260	66	89	chrUn0119	167205	167270	-779891	-	CSINE2	SINE	SINE	-47	297	237	3
586	2189	104	82	0	chrUn0119	167270	167588	-779573	+	CSINE2	SINE	SINE	1	344	0	3
586	661	260	66	89	chrUn0119	167588	167826	-779335	-	CSINE2	SINE	SINE	-108	236	1	3
